text,intent
بلطي أكبر مغني راب تونسي محبوب في دزاير ....لوكان يسمع مقداد السهيلي لغناية تاع عربي في باري يديك تشارع في لاهاي,1
تافه برش,0
 موقع جميل بالقرب من البحر. قسيمة لتناول الإفطار أو فاتح للشهية في المساء,1
masset lasset kilklaset,0
حمار ممسطو عبد ومركو والله يستاهل كفوف,0
normal nebda na7ki m3a service technique y3ala9 3leya,0
هاكا الحب ... انشاء الله ربي يحلها في وجهك يا لطفي ... رانا نحبوك,1
"M3alim w rajil, bravoo",1
Hedhi el fannena eli tmathal el mar2a tounisia mahlek wajiiha nheebouk barcha :* <3 rabi m3ak nchalalh,1
وحدك يا شيخ مورو اما لطفي لعمايري ماصط لاصط,1
Maktla dhohk... bravooo,1
برنامج لمن لا اخلاق له,0
مسلسل تافه تفاهة صاحب قناة الحمار التونسي مع المعذرة ورد خطأ في الحروف,0
تعرف وقتاش تظهر وتعرف اش تحكي  وما عندهاش التجغجيغ كيف  برشا ممثلين,1
الدلّاجي معلم. أي واحد يغلط.,1
Ya mimti mamsetha khit.whakha jat fi 2 pièces khir,0
kalb mchawat zendik,0
N7ibha barcha mahlaha,1
مزوّر,0
حالة مكربة في تونس توا هذا مسلسل في شهر رمضان لا حولةو لا قوة الا بالله لعظيم,0
Ya mama mali masta lasta :p :p,0
عيب على ا مين ولطفي اللي يجيبو مواضيع كيف هكذا رانا نتفرجو مع العائلة الله يهديكم,0
Brabiiii saybouh chakib war7mouh wenti ya amin rak kathartelha mamstik,0
جعفر بكل بساطة انسان في زمان فقدت فيه هذهالكلمة قيمتها وجوهرها  فالى الامام ووفق الله.,1
كاريزما و ثقة بالنفس و ابتسامة صادقة ..اقدّر جدا هذه المراة و احترمها جدا جدا ..دمت فخرا لنا يا محرزية,1
Ma7leha,1
من أفضل الحلقات التي شاهدتها حلقة ممتازة و راقية على مستوى النقاش و التفاعل و الأسئلة و تحية الى الضيوف الكرام الذين ارتقوا بهذه الحلقة ...,1
ماسط مش عارفة كيفاش جبتوه بعد مايا القصوري,0
Ana 3ejbtni t9etele bezin m7elek,1
ma7laak,1
دزاير كل تبع في اعمالك كل روعة,1
Mella wejh lo7 .enti 3ar 3la touneeeees.9alet 3malna thawra hhhhh,0
تستحق كل الاحترام و ربي معاك,1
Very very Good :-*  te3jebni barch :-),1
حسبي الله و نعم الوكيل فيك يا سامي الفهري,0
tayara,1
a ce moment tekhdem,1
"""Tfihh alihhh mala #mostawayet _x000D_",0
yab9a dima m3alem,1
على خاطر بقيت نكسر في راسي عامونص,0
توفيق الغربي ولا مرة مثل دور ناجح و لاقال كلام معقول طول عمرو ايهز من الجابية و ايحط في الخابية .كان يرتاح احسن,0
مامسطها هالجلطة مخيب منظرهااااا,0
عبد الفتاح كلامو كبيييير والسانو يغزل لحرير,1
أمسط وأعدم عباد ربّي.. ناجح كممثل متفاهمين أما لا 👎 أخلاق ولا يعرف يحكي أصلا,0
La bravo mariem raw3a fi tamthil,1
Mezyana,1
متحيلين,0
العربي المازني كي الزبلة في البوبالة,0
Barvo,1
Yser 7louwa  el fekra . bravooo,1
Te3jebny <3 top <3,1
نحسها ممثلة متكاملة ثقافة وفن و اخلاق و تواضع.  في كلمة محلاها >3,1
Ti bari raw7i gotlik bari raw7i mabldik pffffffff,0
دور تاعها ماسط برشة,0
Masmanha,0
"Je sais bien que ma demande est en instance est ce depuis le 08/08/2019, je veux savoir quand l'abonnement ADSL me sera accorder? Et est-ce que normal qu'une demande prend plus qu'un mois?",0
🖕🖕🖕🖕,0
حالة معاك,1
المرزوقي اشرف منكم,1
😤😤😤😤,0
Ka7ba,0
فدلاك و ضامر,1
Wallah miskin,0
باهي أما مزال يتعلم,1
"nah9aoui msatek , 7imaaaaaaaaaaaaaaaaar",0
Bravo,1
3asla,1
نحبو و يعجبني برشا,1
m3alleeeem wallah maaah edho7kaaa ml 9allbbbb,1
Tfouhhh alik ya kelb,0
صوتو ميعجنيش و مضروب ياسر في روحووو سيب عليك بلاصتك في سوق,0
3ssal,1
فنانة أنيقة و رشيقة و محترمة 😊,1
❤️💚💛,1
ههههههه شعب منافق,0
سامي واتباعه مستوايات منحطة,0
no problem,1
ياسر حلوة,1
je fait comme vous indique,1
Katheeeeb saffsouf,0
zbelt tounes,0
Mamstou zayed hathaya tjibou fih,0
"il y'a une tonalité ,  tout est bien",1
bravooooooo rym actrice bel fom welmlé .,1
maaaaasset amine,0
بصراحة ياسر رزين حلاوته في الإذاعة وموش وحده يلزم معاه شكون,0
Jabri wsoutou fa9ri,0
vous etes fou ou quoi,0
Mamstouuuu....maya3rafch ya7ki,0
قحاب,0
"sympa la connexion chez vous, déjà je vous appelle plein de fois pour votre service d’escrocs mon seul soucis est le ping je m'en fou du reste je veux un ping stable, vos conseillers ne savent même pas parfois de quoi il s'agit. quand je suis en pleine partie d'un jeu vidéo ça me met internet déconnectée alors que ça n'arrive chez aucun autre fournisseur d'accès. que chez vous   mon dieu je ne peux pas avoir un ping moins de 100 ms ? pourquoi vous faites chier les gens avec votre service ?   nb : non il ne s'agit pas de connexion instable, non il ne s'agit pas d'un débit inadéquat, il sagit du ping le ping faites une formation à vos conseillers concernant le ping",0
ani 9otlek ye5dem,1
احلى حلقة كيم قال هشام الخلصي رجعتنا لزمان نجيب الخظاب,1
تفوه ديوث وخامج وصحيح عين ويناقش كونسار ان شاء الله,0
بصراحة بلاتواتنا بدات مهزلة ماتفهم شيء ديما هوما يتنابرو و حنا مافهمين شيء و في هالحالة وزير يوصل الها الدرجة سامحني ماعادش فما سياسة ..,0
😡😡😠😠😡😡😡,0
merg w masat,0
"و محلاها الساحة الفنية بودنك  ........""",0
3assoula,1
Raw3a bravo c'est bien,1
الله يهدي  يا شيخ تحيفة الشيب و العيب كرمك الله .,0
راك ماسط راك لاسط راك عالحيط,0
عسسسسولة محلا ثينو,1
c bn  wallet  behia,1
c quoi ce service,0
nheb mara notlobkom toul yjini service client kifeh naaml !!?,0
Bravou braaavou brasmi bravou 5adouja,1
Jaafour habalhom b rouge hhh yeser sympa 9adech nhebou,1
Dz  قالولي متجيش   .... وشنو هاذي الغنية الماسطة  ؟؟؟,0
Masset masset masset lasset w mouch motrobi h a t a ... Taref,0
كلام الشيخ مزيان   ......,1
blhy jewbouna,0
Awled 9ahba mouch awled mofida,0
7ala mastata mousalsel b dawerha,0
Bsara7a ma7lakoume w jaw yasser ta7foune,1
قداش نكرهو,0
نحن نعشق الحوار التونسي,1
امسط مخلوق على وجه الأرض,0
مااحلاك رانا نحبوك وانت محبوبة و مشهورة خمسة و خميس عليك,1
مسكينه تونس الناس الكل طامعه فيها كيف الصبيه ماعادش يحكم فيها حد خذات الحريه تتراقص عليها الذيوبه,0
yhabal mahla zinou,1
ligne téliphonique cv,1
mamsetha,0
Bravoo,1
Ta7founa,1
والله عيب عليكم الي تعملو فيه réclamations تبقى عام و ما لقيتوش حل تعرفو كان خلص الفاتورة ملا topnet كان الكذب و التحيل صحى ليكم ما دامكم في تونس,0
معلم من قبل كبير وزاد كبر في عيونا عندو قلب كبير,1
منحبش نتيليشارجي الابليكاسيون نحب تشوفلي حل لل débit الحموم متاعكم والسرفيس الحالة,0
 Un grand merci ! Une équipe très professionnelle et un service au top . Bonne continuation :D,1
" Good food, good service, excellent value.",1
😒😒,0
Mamsetkom,0
walah 3sal,1
Ma7leeeeeeeeeeek ya3tek douda ye lotfiiiiiiiiiii a7na bnette chamel nmout 3liiiiiiiiiiiiiik,1
hhhhh 7lowa (y),1
محلاها و محلا صوتها ربي يوفقك امونة 😘,1
bravo fekra e7louwa bar8a ya semssoum,1
Ma7leeeha ♡♡♡♡♡,1
انا بصراحة مايعجبنيش لطفي ماسط وياسر يتمقعر على لعباد راك ماسط راك لاسط راك سلعة ماتشيخش راس ماتضحكش,0
Ja3four m3alem,1
ملي بدات الحصة وهو كل ما يعطيه أمين الكلمة يعمل مشكلة .حتى من راضية طلبت.ياسر رهدان,0
مخيب راسك,0
برافو ناجي جلول,1
Wejhou maktoub 3lih tafehaaaa,0
ma3jabounich hata tarf,0
3aychoucha rabi i5alik bé dnya rak <3,1
ensen maset jayebha ensen 9afez w ya3rf kol chay w houwa bhim,0
7lowa,1
9alek lmrakeb 3omrou ma yetrakeb fi9ou rakom fdi7a !!!,0
tijbid fi mra mita tfouh 3lik zeyd torbit ra9asaaa,0
Mella mante9 ye7ki bih 7asseb rou7ou 7aja Kbira tafcha,0
👍❤️🌹,1
klemou logique w ya3ref ya7ki  bravo  :),1
تعجبني برشا هي إمرأة تحفونا,1
إمرأة تشرف تونس,1
Mele hmel,0
أمسط وأعدم عباد ربّي,0
ممثل رائع بتلقائيته لا يشعر المتفرج بانه يمثل,1
j’espère que l’expert me contactera aujourd’hui car l’attente commence à être énervante,0
"يا مسخة ناس بكري قالوا ""الدڨلة دڨلة والعليڨ عليڨ""..صعيب ياسر باش تفهموه المثل يا جماعة التونسية المثلية",0
😭😭,0
Chab3a dha7ek il lila,1
تفووووووووه على هل المنظر حاشة خليقة ربي,0
Brabi maedech tjibo heda saif elmetkalef .mouch metrobi w bal3out hata mafehem chay ye3ayet w ysih w yofred f roho mala mostawa.,0
عجبني برشة وجيه الجندوبي,1
😭,0
3asoula te3jebni,1
حطب جهنم يا تااافهة إلى الجحيم يا مسخة حسيبكم ربي إنت و المسخين لي كيفك,0
amsat mounachat ritou,0
Mast last ken b9a f ca medit rien 5ir klem ness f9ed miztou,0
tfouuuuuuuuuuuuuuuuuuuuu 3la halmanadher,0
وحدك يا معلم,1
tfih tou heth idha7k tfih 3la rmazetkom,0
Masi5e,0
Bravooo ya3tek sa7a :) (y),1
wallahi maaaaaaaaaaaaaaaaasta,0
جعفور  واصل 😘,1
A7la ja3four mnawer esahra,1
Mala 5wat antika rwa3a bravo,1
الله لاتربحهم,0
mamsathom ya latif w haka l jomhour li yadh7ak lezmou 7ar9 be nar,0
7alka 3alamya m3a nour chibaaaaa,1
Behya,1
3idkom mabrouk topnet😘😘,1
Ta7on,0
M3alem sami Wallah,1
 لقد كانت لدينا تجربة رائعة في العمل بجانبك ، فموظفك رائعون ، والطريقة التي تتعامل بها مع الناس جيدة <3,1
انسان طيب وعلى اخلاق عالية بارك الله فيه,1
haw bech nekteb 3likom article avec les captures d'écran,0
M3alem,1
brabi 3lch heka conexion yesser te3ba wdima et9oss choufoulna hel walah chay ifeded,0
التلفزة الكل ماسطة لاسطة,0
تفوه عليك وعلى برامجك يا خامج ياولد مفيدة وعلى المقحبة إلي قاعدين يتبعو فيك ، كيف ما قالت ليلى الحجامة حماتك باش ترد نسا تونس لكل قحاب خاطر قالو عليها حجامة قحبة ، إنت بقيت في تونس باش تكمل تحققلها حلمها ، أما نقولك إلي موش العايلات لكل مسخين كيفكم يا خامج ياديوث ،تفوه عليك,0
Maset barcha,0
ملة قعر,0
ربي يهلكهم و يطلع في صغارهم الكلاب وانت يا سند (الاب)ربي يعطيك الصبر و انشاءالله لاباس,0
Classe barcha wajiha 💚,1
"je suis une cliente fidèle de topnet depuis des années mais suite à plusieurs cas comme ce genre, je pense réellement à changer d'opérateur.",0
bsaraha ma3jbtnich esna,0
Nawfil malla miboune w  manel 9ahba kbira,0
السيد لعماري انا كرهتو   لا أخلاق ولا مبادء يتشدق بالثقافة وهوا الهم منو ما فماش الي ما يدافعش عالقيم والمبادئ لا قيمة له .....,0
عبد الفتاح مورو الوحيد اللي في حزب النهضة كلاموا منطقي و معقول,1
ملّة زبور نشيخ علاهة عذي,0
arrêter le système de topnet,0
شد عندك يا سي منذر اللحاسة اللي كيفك الكل ما حسوش بالظلم اما تبننوا بظلم الناس .اللي يصلي و اللي عامل لحية و اللي بمجرد انو يقول السلام عليكم و الحجاب و النقاب ... اللي يعملهم يتعاقب الحاكم ... تونس الكلها عايشا تحت ذاك الحكم كالعبيد و الرئيس و حاشيته و زوجته ينعمون بالخيرات و من الناس من ليس لديه قوت يومه اليس من ابشع انواع الظلم .. و لا يكتفى بهذا بل يتحالف مع اليهود الذين هم اعداؤنا منذ الازل و لا كتفي بل القائمة تطول و باختصار كان عميل و جبان و حقير و لن يعود الى تونس و ان عاد ستصبح تونس كومة من رماد بفضل الفتنة التى ستكون .... انت يا منذر حمار على شكل انسان اذا بن على شاغلك امشيلو و ارقدلو في حضنو يا ميب....,0
يسلملي جمالك,1
مااسقطو راجل توه الحبس تنحات منو الصبة والراقو مكذبك عندي احساس الا عدوه للدراقة هههه خرج يهتري بالحبس تي المهم لكلها لغة باش يكمل عروضو في الحبس,0
تهيا بيدها فاشلة  و ماااسطة في تمثيلها.. تحتى الحروف ما تعرفش تنطقها,0
"""فوزي انسان يخاف ربي و باهي",0
Hatta Hetha echo men remez,0
Pfffff,0
Ena bsaraha ydahakni lotfi,1
M3alem w rajel walid,1
واحد ساقط وطحان وكذاب,0
mnawra madame w nchalh dima y7touhlna fi klam nass yezina men chakibe,1
كلام الناس  امساط بيك,0
من بكري و انا نقر في التعاليق.بالحق قداش عندنا مرضة في تونس.ربي يشفي هالناس المريضة بالحقد و الكره لغيرها هاكاكا.يا ناس حبو الناس راهو خوك في الاسلام و و تذكرو رانا في شهر فضيل,0
فعلا مخيفه,0
حلوة عسل لا شهد,1
ماحالاها العائلة كي تحب بعضها و الأولاد يحبو والداهم و يدللاهم في كبرهم... ربي يطول أعمارهم و يطول عشرتهم و يهناهم ❤️💖,1
ممثل ناجح و تستحق الجائزة,1
Wlh matraj3ohech nikom lkol,0
❤️,1
Ma3ajbetnich fe dawer hedha,0
tbarkallah 3liiiiik mimo sawt men arwaa3 l aswaat rabii ywaf9eeek nchallah :* :*,1
إنت معلم و أحنا منك نتعلم يا شيخنا,1
Hhhh heyl w yda7ek bravo :-P,1
نحسها بهلوله شويا,0
فايزة المحرصي انسانة عفوية وبنت باب الله وظهرت ارجل من السياسيين اكرمت الضيف دون ان تتاكد من صدق بطولته المزعومة,1
🤬😠,0
Machaallah bentik gadet rou7ha,1
نوفل الميبون... قناه الطحين... يعديو كان في القحبه واختها.. مقطعين ليها زكها في مصر,0
راقية ومتخلقة 3>,1
زعيم اللحاسة هو و ابنه,0
Ma7leh lensen kiyebda 3ala tabi3tou mouch normal thebbil hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1
<3 wseeel sahbi rajel hhh :* ma7laa zineek,1
ماصت,0
خاااااييييييييييييييبببببببببب تعمل جاير من جرتك متفرجتش فى البرنامج,0
👿👿👿👿👿👿,0
ولد حومتى يا معلم  ...,1
Maaaasit,0
مخيبها الفازه عالللخر,0
"""Hali jibtoiha matta kahwa arbi_x000D_",0
فوزي بن قمرة انسان يملك من الاخلاق و الادب و التربية ما لا يملكه احد في تونس ...,1
bou zinek ya zinaa ma7leeek,1
Bravooooo,1
عجبني برنامج لعملو معلو اش خص ناس كل كيفو,1
Hahahhah yokteeelll b dhooohkk ❤,1
👌,1
وجيهة الجندوبي تعتبر من الممثلات المتميزين حقيقتا انا شخصيا من ملاحظتي لاعمالها الدرامية.في عدة مسلسلات تونسية مثل ( منامة عروسية ) وعودة المنيار ) الخ ...تبدع في اتقان الدور  والشخصية حقيقتا انا شخصيا   احترم هاته الفنانة المبدعة وتحية وتقدير لذاتها وشكرا,1
"Haka lebnet walla lawa7. Rabi ifathel w 5alilna waldina. W allah yar7em waldin elmetwafin allah yar7amhom. 3ind li5er minna w menkom,  ama s3at tel9a lbnet 5er merrjel.",1
حقو اسمو الماصطة هههه,0
برشه بلاده و قله حياء,0
مستويات,0
masit,0
نمووووووت فيييييه,1
👍,1
😍😘😘😘,1
Bravo maryouma c vrai 9wiya fi tamthil,1
Maset yeser,1
Ma7Lah,1
بابورك غرڤ,0
Mas9etha!,0
zerooii,0
l'marra hadhi rak masét ya mr salem !!,0
الانسان هذا بلييبيييد,0
braveau walid,1
Inti 5ra?,0
ماسط ماسط ماسط ماسط مااااااااااااااااااااااسط أكبر ممثل فاشل في تونس,0
عسلة👍👍👍💕💖💞💝,1
mamsstek yablida,0
Tayaaaara barcha,1
Brabi wa9tach y3awdouh,1
mamsatha,0
May3jebnich,0
Vraiment motrba wa3leha leklem bravo,1
"""ماسطه",0
pour appelé un responsable,0
مشبكم ملا مارك,0
Wajha dima mnawra,1
استر ما ستر الله . قلة حياء,0
ما أتفهكم  .,0
شقنوسة برشا و ناقصة غلوة,0
Bouzinekkkkkkkkkkk,1
Ma7leha,1
معللللللم,1
Malla 5omej. Monacht mast bhiim maya3rfch ya7ki lokkkkkzaaa lotfi la3mayri Raho 9alb masi7i net7adeh ken i9oul la ilaha Ella Allah bsed9,0
hhh yessr masssta,1
لعن الله على لي ما يستحي ،,0
رائعة ... مثال للمرأة التونسية المناضلة و يحق للنهضة ان تفتخر بهاته السيدة ....,1
tbarkallah,1
Top net zero,0
Masta w 5ayba,0
نهضاوي متنكر ناكر في أصلو كذيل الكلب ديما معوج,0
الصببببررررررر يااااربي يزيه هانا حكا سيبوناا راهو فددناااا,0
Bac -4  hhhh,1
اذهب وهف يهزك العيب مش فيك فلي عاملك قيمة و قدر و جايبك تحكي قالو حقوق لا يحقلك حق ، انت ليك واحد يحكلك الفلفل فماشي ما تولي امك تقول جبت راجل و خسرت عليه طهارة، اللهم لا تاخذنا بما فعل السفهاء منا,0
Ja3four 3ezz eness,1
Mahlaha lfaza wallah <3,1
الحمد لله على كل حال وربي يعطيها القوة,1
عسل,1
nahdaoui monafek 7aja mahiche e8riba a3lihe,0
To9tel,1
wallahi fannen,1
 مكان جميل ، المقهى نظيف للغاية مع منظر جميل على البحر من المرسى ، قيمة جيدة مقابل المال 25dt الإفطار للإعداد اليومي ، الكميات سخية للغاية ، الصور دليل. خدمة طويلة بعض الشيء ولكن مفهومة كما هو عطلة نهاية الأسبوع والقهوة كاملة. أوصي بشدة بالعودة لتجربة خيارات أخرى.,1
Je vous dis quoi ?,0
Ja3four ya ja3four rabi ywaf9ek,1
Masit w ma ydha7akch 7atta tarf,0
😡😡😡,0
Masta,0
وجيهة في 3 كلمات متخلقة و حنينة و صعيبة .,1
lmasset yestad3a lmasset en plus 7atta lemission chalektouha,0
محلاه صوتها,1
🤬🤬🤬🤬,0
Macha alah...,1
"Bonjour,

aucune réaction de votre cote.

est-ce normal de traiter les gens de cette façon ???",0
"""محلاك مريومة كلك بساطة وتلقائية وقداش أعبتني في داري _x000D_",1
ممثلة ما فماش كيفها في تونس ممتازة,1
ماااسطين برشا مستوى ردييء يا اعلام العار,0
mala mandher,0
 Des Plats très délicieux on a prix une cocotte de moules à la crème c très bon ainsi qu'une bonne paillela juste les rizs un peu dur,1
Mass9etha,0
برجولية تبركلا علاها,1
برفو فوزي وبنسبة لزينة القصرينية ممتزة كيما  عرفناها,1
N7ibou barcha w nehtarmou,0
الفازه ماسطه بارشا وهي امسط,0
Wa7dek ya stoufa ma ta3mel jaw ken inti,1
محلا ها ريم الرياحي مرا بأتم الكلمة تحسها صادقة وثابتة وتعرف حق قدرها,1
Marzen mleyiktek w ma9al 7yek tfouh 3la hal mandher,0
Ya maset ya laset,0
Ma7soub si mo9ded adhaf barcha lel fan k sidi k jwedou,0
hh tekber w tansa,0
Nhbkom :*  :*,1
enfin jéb mawdhou3 yasla7,1
M3alem,1
tetmanikou,0
Merci enormment,1
برافو لهذا العمل والإنجاز الرائع,1
"el mara hedhi masta lasta,w yaritha ma5dhetou edawer hedha,lokza",0
mch battala,0
Bravou 5adija m3alma wbint m3alem walah,1
Bravo wasil,1
dima m7ali koul shreya be8neyetou,1
barra allah yehlekom,0
fannen mo7taram fi 8anah illi taw ma3adich minhom fi tounes,1
هذى يا سامى الفهرى جايبها باش توسخ سمعة البنات اللى يعيشو فى دبي حسيبك ربى ان شاء الله صوابع يدك مش كيف كيف والله كل ليله و انا ندعى عليك حسبى الله و نعمه الوكيل فيك,0
souteou tayaaaaaaaaaaaaara,1
راك زين وعين وخد وكد يا امونا يا تحفونا,1
"الله لا يفرج عليه""",0
3jebnyy barchhaaa bravooo <3,1
Rajil,1
yaser mast walh,0
Amiin motrobi,1
❤️❤️,1
Hhhhhhhhhhhhhh tho7ka birrasmi mil 9alib bravo ou layna7ikoum a3lina bon continuation,1
يعطيك الصحة يا سي ناجي جلول في هذا الموقف,1
عسوله وتتحب  😉😉😉😊,1
Amin tbarkala weklem enes ahla ma4ir maya hhhhh,1
fas9a  la3natt allah 3lik,0
الخارف,0
brabi ness illi ynabrou 3la lotfi n9olhom arte7ou 8ir ouslou a3mlou rbo3 illi 3amlou houwa ... lotfi rak m3alem,1
ياسر ظارباتو في روحها,0
"Wella tefeh""",0
انسان يجيب الردان ...,0
Bravo...,1
لا فيكم واحد ينفع كان الكذب و النفاق,0
Etbarkalaah e3lehaa w southaa raw3a💗😊,1
" J'ai eu le privilège d'être parmi les 1er élèves, dès l'inauguration en septembre 1976. J'ai passé 4 ans et eu mon Bac Math-technique en juin 1979, Je garde de beaux souvenirs.  Niveau d'instruction, discipline, propreté et joie de vivre.",1
ملا لطفي وملا جو معاه,1
bravo jaloul :),1
Mille bravooo walid tounsi✌✌✌✌✌✌👍👍👍☝☝☝☝,1
يابابا محلاك راجل,1
ooooww jaw 3lih,1
اقوى ممثلة,1
😩,0
مرهزو فيها سامي فهري مطلع راسها كي ثعبان,0
عجبني مال افكار يا سامي,1
يا grand A  برا يعطيك داء بلا دواء احمد الأندلسي سيدك و تزيد تحكي على المثلية الجنسية بربي كان جاء خوك مثلي تقلو هاذي حرية شخصية فضحتونا الله يفضحكم علاش الدنيا ولات هكة تفوووه عليك راك تحطمت قبل ما تبدى,0
مغرورة برشا,0
Amin gara patron,1
Msata sans commentaire ! Welfehem yefhem !,0
مرجتولي المرارة,0
متصورتكش امسخ لدرجة هاذي يا نا تن يا حقودي لعنة الله عليك وعلي اخلاقك الف مرة,0
"merci beaucoup
",1
احترمها .,1
Bravo naji,1
"merci pour me répondre, j'ai déja appelé le service client et le problème est résolu 😁",1
"wa9tech hal meilleura délais, sarli un jour meli 3melt réclamation w ltawa mafama chay !",0
نهضاوي قذر,0
وجيهة  مرأة ياسر طموحة,1
برافو وليد التونسي خليتهم مثليين في بعضهم وخرجت عملت بالراي برافو 👍 _x000D_,1
Y3tikom saha elkoul mhlekoum brvooooooooooou,1
"c'est pas normal , chaque jour une réclamation",0
ok mr6 ama cv haw itgadit mr6 5atir itkalamit bitalifoun mr6 mara o5ra,1
خماج فولغار..... مالقيت مانقول....... رخس,0
mafemech chkoum amsset w abhem w arak maka l ma5lou9,0
allah yehlek dhalem,0
bsarah lwahed 9rib yendem,0
ولله منور,1
صوت رائع و أخلاق أروع..واصل,1
حيوان,0
kol yome t9ouli haw taw kalmik technicien w fele5ir tatl3o tekthbooooooooooooooooooooooooooooooooooooooooooooooo 3ib 3likom wlh f blasitkom ni7chim 3l ha service il -0,0
حلقة  تاااااااااااااافهة.,0
blehi aalech medjawbouch laabed taw hadha service zah wlh ghriba,0
كلب بن علي,0
wa7ra wirjouliya,1
فضايح تلفزات العار,0
Pffff mamstou,0
9ilit 7ya 9anet fsed w 3ar,0
Ma7leha,1
شكيب الدرويش أكبر منافق موش معقول في كل حلقة يخلق الفتنة و يتهكم راك إنسان تافه و مكروه تفكيرك داعشي .,0
الي مزبلة التاريخ..,0
مستوى المسلسلات أزيد في الفساد في البلاد,0
ﺑﺼﺮﺍﺣﺔ ﻣﻼ ﻟﻄﻔﻲ ﻗﺘﻠﻨﺎ ﺑﺎﻟﻀﺤﻚ,1
😠😠😠😡,0
maset,0
wahid tayarraa,1
فوزي بن كمرة يا معلم,1
3aychouchti rani nmout 3lik !,1
المثقفين الفاسدين اتفرجوا فيه وحدكم,0
ma7leha lfaza mta3 bayrem w ibrahim,1
mashalah,1
C est bon j ai trouver le mdp,1
راك ماسط راك لاسط راك سلعة كلخة :O,0
3asba likom,0
ماسط والله ماسط,0
😭,0
wi,1
مهفّة,1
klaaaaaaaaaaaaaaaaaaaaaaab zeyed,0
ملا كارثة يخلي بقعك يا شكيب واش تحكي تهز مالجابية و تحط فالخابية  ياخي متكيف حاجة شارب حاجة و لا حبوب هلوسة,0
ما عجبتنيج الغتي ماصط لصط,0
Ok je vais voir cela. L'installateur a dit qu'il l'avait fait. Merci bien.,1
😤,0
شبعة ضحك,1
El m3allemmmmmm,1
M3allim sami  min tawwa nhibou awlad moufida 3,1
Yeser dhamer amir w bliiiiiiid hhhh bravo :-),1
"wallahi ya3tik essa77a , barradtli 3la 9albi , Bravo !!!!!!!!Raaaajel !!",1
انتم لستم شذاذ عصركم فالكل يسرق المواطن .هذا يسرقه في رغيف قوته وهذا يسرقه في جودة الأشياء المطالب بتوفيرها وانتم تنقصون من منسوب تدفق الأنترنت كالذي يسرق الميزان بالضبط فصبر جميل واله المستعان على هذه السرقات,0
عبد الفتاح مورو يبقى ديما معلم,1
👎🏻,0
Offfff marzenouu ouhhhh tikouem barawah,0
😡😡😡🤬🤬,0
مريض بمرض اسمه النهضة_x000D_,0
Ihabel ja3four,1
Cha3b mounafi9,0
مخيبو و مخيب راسو,0
الرجل المناسب في المكان المناسب تحيه تقدير و احترام دمت متالقا,1
يا صاحبي فهيم,1
كيف الثلاجة تخدم ربع ساعة و تقص ساعة,0
ممثلة و بابورها زفر,0
زايد ما ينكر في أصلو كان الكلب,0
يا معذبهم :D:D:D:D,1
Brabi ya masset ya amine djib 9adhia wmout et tt wmb3d directement dawerha gne wdho7k ya mridh,0
Nhebha 3aza,1
Bravo hal9a 3lamia,1
ﻗﺎﻃﻊ_ﺍﻟﻤﺨﻮﺭ,0
ماسطه,0
Ahsan haja fetalfza bravo,1
والله الكلب  حاشاكم  افظل  وأشرف من هالوقح  الرهط المدعو  الجويني,0
😤😤😤😤😤😤😤,0
العيب مش في شيخ تحيفة العيب في مقدم البرنامج نورمالمون مايساءلوش سؤال كيما هذا ويقولو فسرلي أما بالنسبة للتمثيل فهو مبدع وماصاب يعودلنا المسلسل خطاب علي الباب مسلسل عمرو ما يتنسى,0
yekhy nbaddel l fournisseur ekher w ella shnowa hkeyetkom!!!!!!!,0
Insaan mriith bill9wii,0
اه يبلد ارخص ما فيكي حاميكي يا ارهابي ادافع علي الي قتلو ولادنا ورجالنا في اشعانبي انتي وامثالك عار علي القضائ,0
اولاد مفيدة عجبتهم تفاهات اولاد مفيدة !!! الطيور على اشكالها تقع ،و الصرصور ما يعيش كان في المجاري .,0
W bech nhabet 3likom d les pages lkol,0
فرق كبير بين التفدليك والضمار وبين اللعب الماسط والتخويف و تجودير,0
برافو,1
slm mte3 telecome saye mrigla ama tawa mochkla men connexion,1
wahef lik wléha,0
Tbarkallah 3ala soutek,1
mala service aalikom fy3oudh matfixiw mkhalin seen,0
Rajil yatih essaha,1
Tbarkalla 3liha,1
كلب ساقط,0
rakoummm 3amltou 3arrrr,0
Barcha 3ar w fdhayah,0
بالله يا أمين قارا إنسيبو البهيم و إنشدو بردعة . واحد مريظ بالفاحشة,0
zeblaa,0
يا توبنات يا جماعة الكونكسيون يهديكم ؟؟؟؟؟؟؟؟,0
طير طير زايد لحكي معاك😒,0
"مستويات منحطة,",0
Malla m3afet,0
ملا سلعة لا أخلاق و لا تربية و لا منظر,0
memsetha m3jbetnech hhh,0
Ahla mousalsel bsaraha,1
Oui tayara faza rojla,1
ماسط,0
mala monaf9in,0
jabri yessir w masit -_-,0
bravooo,1
ma5yeb wejhouuu sii nawefll mela mantherrr 5ihhhh ou itfiiiiiiiiiiiiiihhh,0
Chlaka,0
A7sen comedien fi tounes (y),1
Maaaaset 5iiiiih,0
